invoice_id,vendor_id,po_id,date,due_date,amount_cents,status
AP-00734,VEN-014,PO-00734,2026-01-28,2026-02-27,153683,posted
AP-00735,VEN-015,PO-00735,2026-01-28,2026-02-27,173118,posted
AP-00736,VEN-016,PO-00736,2026-01-28,2026-02-27,194409,posted
AP-00737,VEN-017,PO-00737,2026-01-28,2026-02-27,210996,posted
AP-00738,VEN-018,PO-00738,2026-01-28,2026-02-27,230716,posted
AP-00739,VEN-019,PO-00739,2026-01-28,2026-02-27,254064,posted
AP-00740,VEN-020,PO-00740,2026-01-28,2026-02-27,273662,posted
AP-00741,VEN-021,PO-00741,2026-01-28,2026-02-27,93401,posted
AP-00742,VEN-022,PO-00742,2026-01-28,2026-02-27,113688,posted
AP-00743,VEN-023,PO-00743,2026-01-28,2026-02-27,134668,posted
AP-00744,VEN-024,PO-00744,2026-01-28,2026-02-27,152480,posted
AP-00745,VEN-025,PO-00745,2026-01-28,2026-02-27,173589,posted
AP-00746,VEN-026,PO-00746,2026-01-28,2026-02-27,191160,posted
AP-00747,VEN-027,PO-00747,2026-01-28,2026-02-27,211457,posted
AP-00748,VEN-028,PO-00748,2026-01-28,2026-02-27,231672,posted
AP-00749,VEN-029,PO-00749,2026-01-28,2026-02-27,253322,posted
AP-00750,VEN-030,PO-00750,2026-01-28,2026-02-27,273963,posted
AP-00751,VEN-031,PO-00751,2026-01-28,2026-02-27,93739,posted
AP-00752,VEN-032,PO-00752,2026-01-28,2026-02-27,111939,posted
AP-00753,VEN-033,PO-00753,2026-01-28,2026-02-27,130331,posted
AP-00754,VEN-034,PO-00754,2026-01-28,2026-02-27,151665,posted
AP-00755,VEN-035,PO-00755,2026-01-28,2026-02-27,172129,posted
AP-00756,VEN-036,PO-00756,2026-01-28,2026-02-27,191386,posted
AP-00757,VEN-037,PO-00757,2026-01-28,2026-02-27,210419,posted
AP-00758,VEN-038,PO-00758,2026-01-28,2026-02-27,233031,posted
AP-00759,VEN-039,PO-00759,2026-01-28,2026-02-27,253845,posted
AP-00760,VEN-040,PO-00760,2026-01-28,2026-02-27,274817,posted
AP-00761,VEN-041,PO-00761,2026-01-28,2026-02-27,93023,posted
AP-00762,VEN-042,PO-00762,2026-01-28,2026-02-27,114467,posted
AP-00763,VEN-043,PO-00763,2026-01-28,2026-02-27,134723,posted
AP-00764,VEN-044,PO-00764,2026-01-28,2026-02-27,150750,posted
AP-00765,VEN-045,PO-00765,2026-01-28,2026-02-27,174574,posted
AP-00766,VEN-046,PO-00766,2026-01-28,2026-02-27,191173,posted
AP-00767,VEN-047,PO-00767,2026-01-28,2026-02-27,211734,posted
AP-00768,VEN-048,PO-00768,2026-01-28,2026-02-27,232486,posted
AP-00769,VEN-049,PO-00769,2026-01-28,2026-02-27,251597,posted
AP-00770,VEN-050,PO-00770,2026-01-28,2026-02-27,273601,posted
AP-00771,VEN-051,PO-00771,2026-01-28,2026-02-27,92883,posted
AP-00772,VEN-052,PO-00772,2026-01-28,2026-02-27,113722,posted
AP-00773,VEN-053,PO-00773,2026-01-28,2026-02-27,134818,posted
AP-00774,VEN-054,PO-00774,2026-01-28,2026-02-27,153544,posted
AP-00775,VEN-055,PO-00775,2026-01-28,2026-02-27,174549,posted
AP-00776,VEN-056,PO-00776,2026-01-28,2026-02-27,193671,posted
AP-00777,VEN-057,PO-00777,2026-01-28,2026-02-27,211802,posted
AP-00778,VEN-058,PO-00778,2026-01-28,2026-02-27,231608,posted
AP-00779,VEN-059,PO-00779,2026-01-28,2026-02-27,253672,posted
AP-00780,VEN-060,PO-00780,2026-01-28,2026-02-27,270831,posted
AP-00781,VEN-001,PO-00781,2026-02-25,2026-03-27,90538,posted
AP-00782,VEN-002,PO-00782,2026-02-25,2026-03-27,114959,posted
AP-00783,VEN-003,PO-00783,2026-02-25,2026-03-27,130728,posted
AP-00784,VEN-004,PO-00784,2026-02-25,2026-03-27,153932,posted
AP-00785,VEN-005,PO-00785,2026-02-25,2026-03-27,170436,posted
AP-00786,VEN-006,PO-00786,2026-02-25,2026-03-27,194613,posted
AP-00787,VEN-007,PO-00787,2026-02-25,2026-03-27,212239,posted
AP-00788,VEN-008,PO-00788,2026-02-25,2026-03-27,233855,posted
AP-00789,VEN-009,PO-00789,2026-02-25,2026-03-27,252398,posted
AP-00790,VEN-010,PO-00790,2026-02-25,2026-03-27,270035,posted
AP-00791,VEN-011,PO-00791,2026-02-25,2026-03-27,91890,posted
AP-00792,VEN-012,PO-00792,2026-02-25,2026-03-27,114951,posted
AP-00793,VEN-013,PO-00793,2026-02-25,2026-03-27,130047,posted
AP-00794,VEN-014,PO-00794,2026-02-25,2026-03-27,150913,posted
AP-00795,VEN-015,PO-00795,2026-02-25,2026-03-27,173894,posted
AP-00796,VEN-016,PO-00796,2026-02-25,2026-03-27,192211,posted
AP-00797,VEN-017,PO-00797,2026-02-25,2026-03-27,212922,posted
AP-00798,VEN-018,PO-00798,2026-02-25,2026-03-27,233272,posted
AP-00799,VEN-019,PO-00799,2026-02-25,2026-03-27,251235,posted
AP-00800,VEN-020,PO-00800,2026-02-25,2026-03-27,273550,posted
AP-00801,VEN-021,PO-00801,2026-02-25,2026-03-27,91761,posted
AP-00802,VEN-022,PO-00802,2026-02-25,2026-03-27,110943,posted
AP-00803,VEN-023,PO-00803,2026-02-25,2026-03-27,132175,posted
AP-00804,VEN-024,PO-00804,2026-02-25,2026-03-27,154525,posted
AP-00805,VEN-025,PO-00805,2026-02-25,2026-03-27,172775,posted
AP-00806,VEN-026,PO-00806,2026-02-25,2026-03-27,194392,posted
AP-00807,VEN-027,PO-00807,2026-02-25,2026-03-27,213400,posted
AP-00808,VEN-028,PO-00808,2026-02-25,2026-03-27,231558,posted
AP-00809,VEN-029,PO-00809,2026-02-25,2026-03-27,251914,posted
AP-00810,VEN-030,PO-00810,2026-02-25,2026-03-27,272485,posted
AP-00811,VEN-031,PO-00811,2026-02-25,2026-03-27,91009,posted
AP-00812,VEN-032,PO-00812,2026-02-25,2026-03-27,112646,posted
AP-00813,VEN-033,PO-00813,2026-02-25,2026-03-27,134522,posted
AP-00814,VEN-034,PO-00814,2026-02-25,2026-03-27,151168,posted
AP-00815,VEN-035,PO-00815,2026-02-25,2026-03-27,172439,posted
AP-00816,VEN-036,PO-00816,2026-02-25,2026-03-27,190448,posted
AP-00817,VEN-037,PO-00817,2026-02-25,2026-03-27,210418,posted
AP-00818,VEN-038,PO-00818,2026-02-25,2026-03-27,231266,posted
AP-00819,VEN-039,PO-00819,2026-02-25,2026-03-27,251465,posted
AP-00820,VEN-040,PO-00820,2026-02-25,2026-03-27,271964,posted
AP-00821,VEN-041,PO-00821,2026-02-25,2026-03-27,92318,posted
AP-00822,VEN-042,PO-00822,2026-02-25,2026-03-27,111333,posted
AP-00823,VEN-043,PO-00823,2026-02-25,2026-03-27,130362,posted
AP-00824,VEN-044,PO-00824,2026-02-25,2026-03-27,152388,posted
AP-00825,VEN-045,PO-00825,2026-02-25,2026-03-27,170039,posted
AP-00826,VEN-046,PO-00826,2026-02-25,2026-03-27,193906,posted
AP-00827,VEN-047,PO-00827,2026-02-25,2026-03-27,210783,posted
AP-00828,VEN-048,PO-00828,2026-02-25,2026-03-27,232300,posted
AP-00829,VEN-049,PO-00829,2026-02-25,2026-03-27,254206,posted
AP-00830,VEN-050,PO-00830,2026-02-25,2026-03-27,270845,posted
AP-00831,VEN-051,PO-00831,2026-02-25,2026-03-27,90104,posted
AP-00832,VEN-052,PO-00832,2026-02-25,2026-03-27,112000,posted
AP-00833,VEN-053,PO-00833,2026-02-25,2026-03-27,131719,posted
AP-00834,VEN-054,PO-00834,2026-02-25,2026-03-27,152393,posted
AP-00835,VEN-055,PO-00835,2026-02-25,2026-03-27,170684,posted
AP-00836,VEN-056,PO-00836,2026-02-25,2026-03-27,194891,posted
AP-00837,VEN-057,PO-00837,2026-02-25,2026-03-27,214760,posted
AP-00838,VEN-058,PO-00838,2026-02-25,2026-03-27,232171,posted
AP-00839,VEN-059,PO-00839,2026-02-25,2026-03-27,254541,posted
AP-00840,VEN-060,PO-00840,2026-02-25,2026-03-27,270122,posted
AP-00841,VEN-001,PO-00841,2026-03-28,2026-04-27,91303,posted
AP-00842,VEN-002,PO-00842,2026-03-28,2026-04-27,113127,posted
AP-00843,VEN-003,PO-00843,2026-03-28,2026-04-27,130230,posted
AP-00844,VEN-004,PO-00844,2026-03-28,2026-04-27,151917,posted
AP-00845,VEN-005,PO-00845,2026-03-28,2026-04-27,172817,posted
AP-00846,VEN-006,PO-00846,2026-03-28,2026-04-27,192796,posted
AP-00847,VEN-007,PO-00847,2026-03-28,2026-04-27,214482,posted
AP-00848,VEN-008,PO-00848,2026-03-28,2026-04-27,233837,posted
AP-00849,VEN-009,PO-00849,2026-03-28,2026-04-27,251389,posted
AP-00850,VEN-010,PO-00850,2026-03-28,2026-04-27,271617,posted
AP-00851,VEN-011,PO-00851,2026-03-28,2026-04-27,94727,posted
AP-00852,VEN-012,PO-00852,2026-03-28,2026-04-27,110563,posted
AP-00853,VEN-013,PO-00853,2026-03-28,2026-04-27,131795,posted
AP-00854,VEN-014,PO-00854,2026-03-28,2026-04-27,151668,posted
AP-00855,VEN-015,PO-00855,2026-03-28,2026-04-27,174830,posted
AP-00856,VEN-016,PO-00856,2026-03-28,2026-04-27,193226,posted
AP-00857,VEN-017,PO-00857,2026-03-28,2026-04-27,213036,posted
AP-00858,VEN-018,PO-00858,2026-03-28,2026-04-27,233552,posted
AP-00859,VEN-019,PO-00859,2026-03-28,2026-04-27,251136,posted
AP-00860,VEN-020,PO-00860,2026-03-28,2026-04-27,274428,posted
AP-00861,VEN-021,PO-00861,2026-03-28,2026-04-27,92849,posted
AP-00862,VEN-022,PO-00862,2026-03-28,2026-04-27,110726,posted
AP-00863,VEN-023,PO-00863,2026-03-28,2026-04-27,134795,posted
AP-00864,VEN-024,PO-00864,2026-03-28,2026-04-27,153663,posted
AP-00865,VEN-025,PO-00865,2026-03-28,2026-04-27,172165,posted
AP-00866,VEN-026,PO-00866,2026-03-28,2026-04-27,190121,posted
AP-00867,VEN-027,PO-00867,2026-03-28,2026-04-27,214506,posted
AP-00868,VEN-028,PO-00868,2026-03-28,2026-04-27,230225,posted
AP-00869,VEN-029,PO-00869,2026-03-28,2026-04-27,254695,posted
AP-00870,VEN-030,PO-00870,2026-03-28,2026-04-27,273618,posted
AP-00871,VEN-031,PO-00871,2026-03-28,2026-04-27,92952,posted
AP-00872,VEN-032,PO-00872,2026-03-28,2026-04-27,111856,posted
AP-00873,VEN-033,PO-00873,2026-03-28,2026-04-27,133577,posted
AP-00874,VEN-034,PO-00874,2026-03-28,2026-04-27,152752,posted
AP-00875,VEN-035,PO-00875,2026-03-28,2026-04-27,173333,posted
AP-00876,VEN-036,PO-00876,2026-03-28,2026-04-27,190496,posted
AP-00877,VEN-037,PO-00877,2026-03-28,2026-04-27,213860,posted
AP-00878,VEN-038,PO-00878,2026-03-28,2026-04-27,231736,posted
AP-00879,VEN-039,PO-00879,2026-03-28,2026-04-27,252895,posted
AP-00880,VEN-040,PO-00880,2026-03-28,2026-04-27,273472,posted
AP-00881,VEN-041,PO-00881,2026-03-28,2026-04-27,92277,posted
AP-00882,VEN-042,PO-00882,2026-03-28,2026-04-27,112381,posted
AP-00883,VEN-043,PO-00883,2026-03-28,2026-04-27,132236,posted
AP-00884,VEN-044,PO-00884,2026-03-28,2026-04-27,154195,posted
AP-00885,VEN-045,PO-00885,2026-03-28,2026-04-27,174199,posted
AP-00886,VEN-046,PO-00886,2026-03-28,2026-04-27,192669,posted
AP-00887,VEN-047,PO-00887,2026-03-28,2026-04-27,214348,posted
AP-00888,VEN-048,PO-00888,2026-03-28,2026-04-27,230685,posted
AP-00889,VEN-049,PO-00889,2026-03-28,2026-04-27,251130,posted
AP-00890,VEN-050,PO-00890,2026-03-28,2026-04-27,272103,posted
AP-00891,VEN-051,PO-00891,2026-03-28,2026-04-27,91331,posted
AP-00892,VEN-052,PO-00892,2026-03-28,2026-04-27,114035,posted
AP-00893,VEN-053,PO-00893,2026-03-28,2026-04-27,130019,posted
AP-00894,VEN-054,PO-00894,2026-03-28,2026-04-27,154507,posted
AP-00895,VEN-055,PO-00895,2026-03-28,2026-04-27,170259,posted
AP-00896,VEN-056,PO-00896,2026-03-28,2026-04-27,191708,posted
AP-00897,VEN-057,PO-00897,2026-03-28,2026-04-27,210032,posted
AP-00898,VEN-058,PO-00898,2026-03-28,2026-04-27,234829,posted
AP-00899,VEN-059,PO-00899,2026-03-28,2026-04-27,252120,posted
AP-00900,VEN-060,PO-00900,2026-03-28,2026-04-27,273541,posted
AP-00901,VEN-001,PO-00901,2026-04-27,2026-05-27,92899,posted
AP-00902,VEN-002,PO-00902,2026-04-27,2026-05-27,114314,posted
AP-00903,VEN-003,PO-00903,2026-04-27,2026-05-27,131619,posted
AP-00904,VEN-004,PO-00904,2026-04-27,2026-05-27,153145,posted
AP-00905,VEN-005,PO-00905,2026-04-27,2026-05-27,174817,posted
AP-00906,VEN-006,PO-00906,2026-04-27,2026-05-27,194378,posted
AP-00907,VEN-007,PO-00907,2026-04-27,2026-05-27,214987,posted
AP-00908,VEN-008,PO-00908,2026-04-27,2026-05-27,233271,posted
AP-00909,VEN-009,PO-00909,2026-04-27,2026-05-27,252952,posted
AP-00910,VEN-010,PO-00910,2026-04-27,2026-05-27,274315,posted
AP-00911,VEN-011,PO-00911,2026-04-27,2026-05-27,91833,posted
AP-00912,VEN-012,PO-00912,2026-04-27,2026-05-27,111385,posted
AP-00913,VEN-013,PO-00913,2026-04-27,2026-05-27,130124,posted
AP-00914,VEN-014,PO-00914,2026-04-27,2026-05-27,152067,posted
AP-00915,VEN-015,PO-00915,2026-04-27,2026-05-27,173262,posted
AP-00916,VEN-016,PO-00916,2026-04-27,2026-05-27,191458,posted
AP-00917,VEN-017,PO-00917,2026-04-27,2026-05-27,210038,posted
AP-00918,VEN-018,PO-00918,2026-04-27,2026-05-27,234017,posted
AP-00919,VEN-019,PO-00919,2026-04-27,2026-05-27,254781,posted
AP-00920,VEN-020,PO-00920,2026-04-27,2026-05-27,273705,posted
AP-00921,VEN-021,PO-00921,2026-04-27,2026-05-27,94725,posted
AP-00922,VEN-022,PO-00922,2026-04-27,2026-05-27,112947,posted
AP-00923,VEN-023,PO-00923,2026-04-27,2026-05-27,132177,posted
AP-00924,VEN-024,PO-00924,2026-04-27,2026-05-27,150450,posted
AP-00925,VEN-025,PO-00925,2026-04-27,2026-05-27,174092,posted
AP-00926,VEN-026,PO-00926,2026-04-27,2026-05-27,191645,posted
AP-00927,VEN-027,PO-00927,2026-04-27,2026-05-27,214941,posted
AP-00928,VEN-028,PO-00928,2026-04-27,2026-05-27,234381,posted
AP-00929,VEN-029,PO-00929,2026-04-27,2026-05-27,252826,posted
AP-00930,VEN-030,PO-00930,2026-04-27,2026-05-27,274942,posted
AP-00931,VEN-031,PO-00931,2026-04-27,2026-05-27,93836,posted
AP-00932,VEN-032,PO-00932,2026-04-27,2026-05-27,114289,posted
AP-00933,VEN-033,PO-00933,2026-04-27,2026-05-27,130580,posted
AP-00934,VEN-034,PO-00934,2026-04-27,2026-05-27,151411,posted
AP-00935,VEN-035,PO-00935,2026-04-27,2026-05-27,174689,posted
AP-00936,VEN-036,PO-00936,2026-04-27,2026-05-27,190665,posted
AP-00937,VEN-037,PO-00937,2026-04-27,2026-05-27,211640,posted
AP-00938,VEN-038,PO-00938,2026-04-27,2026-05-27,230327,posted
AP-00939,VEN-039,PO-00939,2026-04-27,2026-05-27,254211,posted
AP-00940,VEN-040,PO-00940,2026-04-27,2026-05-27,274214,posted
AP-00941,VEN-041,PO-00941,2026-04-27,2026-05-27,92260,posted
AP-00942,VEN-042,PO-00942,2026-04-27,2026-05-27,112118,posted
AP-00943,VEN-043,PO-00943,2026-04-27,2026-05-27,130090,posted
AP-00944,VEN-044,PO-00944,2026-04-27,2026-05-27,150144,posted
AP-00945,VEN-045,PO-00945,2026-04-27,2026-05-27,174917,posted
AP-00946,VEN-046,PO-00946,2026-04-27,2026-05-27,193542,posted
AP-00947,VEN-047,PO-00947,2026-04-27,2026-05-27,211222,posted
AP-00948,VEN-048,PO-00948,2026-04-27,2026-05-27,233840,posted
AP-00949,VEN-049,PO-00949,2026-04-27,2026-05-27,250641,posted
AP-00950,VEN-050,PO-00950,2026-04-27,2026-05-27,272075,posted
AP-00951,VEN-051,PO-00951,2026-04-27,2026-05-27,92867,posted
AP-00952,VEN-052,PO-00952,2026-04-27,2026-05-27,111539,posted
AP-00953,VEN-053,PO-00953,2026-04-27,2026-05-27,130777,posted
AP-00954,VEN-054,PO-00954,2026-04-27,2026-05-27,152298,posted
AP-00955,VEN-055,PO-00955,2026-04-27,2026-05-27,174549,posted
AP-00956,VEN-056,PO-00956,2026-04-27,2026-05-27,194109,posted
AP-00957,VEN-057,PO-00957,2026-04-27,2026-05-27,213963,posted
AP-00958,VEN-058,PO-00958,2026-04-27,2026-05-27,230808,posted
AP-00959,VEN-059,PO-00959,2026-04-27,2026-05-27,251152,posted
AP-00960,VEN-060,PO-00960,2026-04-27,2026-05-27,272129,posted
AP-00961,VEN-001,PO-00961,2026-05-28,2026-06-27,94701,posted
AP-00962,VEN-002,PO-00962,2026-05-28,2026-06-27,113059,posted
AP-00963,VEN-003,PO-00963,2026-05-28,2026-06-27,130161,posted
AP-00964,VEN-004,PO-00964,2026-05-28,2026-06-27,150336,posted
AP-00965,VEN-005,PO-00965,2026-05-28,2026-06-27,171445,posted
AP-00966,VEN-006,PO-00966,2026-05-28,2026-06-27,194897,posted
AP-00967,VEN-007,PO-00967,2026-05-28,2026-06-27,212910,posted
AP-00968,VEN-008,PO-00968,2026-05-28,2026-06-27,233329,posted
AP-00969,VEN-009,PO-00969,2026-05-28,2026-06-27,250424,posted
AP-00970,VEN-010,PO-00970,2026-05-28,2026-06-27,270096,posted
AP-00971,VEN-011,PO-00971,2026-05-28,2026-06-27,91814,posted
AP-00972,VEN-012,PO-00972,2026-05-28,2026-06-27,114744,posted
AP-00973,VEN-013,PO-00973,2026-05-28,2026-06-27,132902,posted
AP-00974,VEN-014,PO-00974,2026-05-28,2026-06-27,151665,posted
AP-00975,VEN-015,PO-00975,2026-05-28,2026-06-27,171313,posted
AP-00976,VEN-016,PO-00976,2026-05-28,2026-06-27,192941,posted
AP-00977,VEN-017,PO-00977,2026-05-28,2026-06-27,212887,posted
AP-00978,VEN-018,PO-00978,2026-05-28,2026-06-27,232872,posted
AP-00979,VEN-019,PO-00979,2026-05-28,2026-06-27,251399,posted
AP-00980,VEN-020,PO-00980,2026-05-28,2026-06-27,273374,posted
AP-00981,VEN-021,PO-00981,2026-05-28,2026-06-27,91946,posted
AP-00982,VEN-022,PO-00982,2026-05-28,2026-06-27,114690,posted
AP-00983,VEN-023,PO-00983,2026-05-28,2026-06-27,130926,posted
AP-00984,VEN-024,PO-00984,2026-05-28,2026-06-27,154288,posted
AP-00985,VEN-025,PO-00985,2026-05-28,2026-06-27,170905,posted
AP-00986,VEN-026,PO-00986,2026-05-28,2026-06-27,194612,posted
AP-00987,VEN-027,PO-00987,2026-05-28,2026-06-27,212139,posted
AP-00988,VEN-028,PO-00988,2026-05-28,2026-06-27,234279,posted
AP-00989,VEN-029,PO-00989,2026-05-28,2026-06-27,254118,posted
AP-00990,VEN-030,PO-00990,2026-05-28,2026-06-27,274337,posted
AP-00991,VEN-031,PO-00991,2026-05-28,2026-06-27,91255,posted
AP-00992,VEN-032,PO-00992,2026-05-28,2026-06-27,111034,posted
AP-00993,VEN-033,PO-00993,2026-05-28,2026-06-27,132721,posted
AP-00994,VEN-034,PO-00994,2026-05-28,2026-06-27,154889,posted
AP-00995,VEN-035,PO-00995,2026-05-28,2026-06-27,170210,posted
AP-00996,VEN-036,PO-00996,2026-05-28,2026-06-27,193399,posted
AP-00997,VEN-037,PO-00997,2026-05-28,2026-06-27,211950,posted
AP-00998,VEN-038,PO-00998,2026-05-28,2026-06-27,233220,posted
AP-00999,VEN-039,PO-00999,2026-05-28,2026-06-27,254846,posted
AP-01000,VEN-040,PO-01000,2026-05-28,2026-06-27,272284,posted
AP-01001,VEN-041,PO-01001,2026-05-28,2026-06-27,92630,posted
AP-01002,VEN-042,PO-01002,2026-05-28,2026-06-27,111587,posted
AP-01003,VEN-043,PO-01003,2026-05-28,2026-06-27,132580,posted
AP-01004,VEN-044,PO-01004,2026-05-28,2026-06-27,154583,posted
AP-01005,VEN-045,PO-01005,2026-05-28,2026-06-27,170930,posted
AP-01006,VEN-046,PO-01006,2026-05-28,2026-06-27,192783,posted
AP-01007,VEN-047,PO-01007,2026-05-28,2026-06-27,211126,posted
AP-01008,VEN-048,PO-01008,2026-05-28,2026-06-27,231591,posted
AP-01009,VEN-049,PO-01009,2026-05-28,2026-06-27,253130,posted
AP-01010,VEN-050,PO-01010,2026-05-28,2026-06-27,270842,posted
AP-01011,VEN-051,PO-01011,2026-05-28,2026-06-27,92219,posted
AP-01012,VEN-052,PO-01012,2026-05-28,2026-06-27,110851,posted
AP-01013,VEN-053,PO-01013,2026-05-28,2026-06-27,131223,posted
AP-01014,VEN-054,PO-01014,2026-05-28,2026-06-27,151807,posted
AP-01015,VEN-055,PO-01015,2026-05-28,2026-06-27,173261,posted
AP-01016,VEN-056,PO-01016,2026-05-28,2026-06-27,190839,posted
AP-01017,VEN-057,PO-01017,2026-05-28,2026-06-27,213368,posted
AP-01018,VEN-058,PO-01018,2026-05-28,2026-06-27,233740,posted
AP-01019,VEN-059,PO-01019,2026-05-28,2026-06-27,254720,posted
AP-01020,VEN-060,PO-01020,2026-05-28,2026-06-27,270544,posted
AP-01021,VEN-001,PO-01021,2026-06-27,2026-07-27,92018,posted
AP-01022,VEN-002,PO-01022,2026-06-27,2026-07-27,112775,posted
AP-01023,VEN-003,PO-01023,2026-06-27,2026-07-27,131507,posted
AP-01024,VEN-004,PO-01024,2026-06-27,2026-07-27,154779,posted
AP-01025,VEN-005,PO-01025,2026-06-27,2026-07-27,170822,posted
AP-01026,VEN-006,PO-01026,2026-06-27,2026-07-27,190842,posted
AP-01027,VEN-007,PO-01027,2026-06-27,2026-07-27,211895,posted
AP-01028,VEN-008,PO-01028,2026-06-27,2026-07-27,231941,posted
AP-01029,VEN-009,PO-01029,2026-06-27,2026-07-27,254889,posted
AP-01030,VEN-010,PO-01030,2026-06-27,2026-07-27,271393,posted
AP-01031,VEN-011,PO-01031,2026-06-27,2026-07-27,91900,posted
AP-01032,VEN-012,PO-01032,2026-06-27,2026-07-27,113831,posted
AP-01033,VEN-013,PO-01033,2026-06-27,2026-07-27,134401,posted
AP-01034,VEN-014,PO-01034,2026-06-27,2026-07-27,153749,posted
AP-01035,VEN-015,PO-01035,2026-06-27,2026-07-27,171181,posted
AP-01036,VEN-016,PO-01036,2026-06-27,2026-07-27,193639,posted
AP-01037,VEN-017,PO-01037,2026-06-27,2026-07-27,213449,posted
AP-01038,VEN-018,PO-01038,2026-06-27,2026-07-27,231493,posted
AP-01039,VEN-019,PO-01039,2026-06-27,2026-07-27,250018,posted
AP-01040,VEN-020,PO-01040,2026-06-27,2026-07-27,270549,posted
AP-01041,VEN-021,PO-01041,2026-06-27,2026-07-27,91575,posted
AP-01042,VEN-022,PO-01042,2026-06-27,2026-07-27,110545,posted
AP-01043,VEN-023,PO-01043,2026-06-27,2026-07-27,131684,posted
AP-01044,VEN-024,PO-01044,2026-06-27,2026-07-27,150250,posted
AP-01045,VEN-025,PO-01045,2026-06-27,2026-07-27,171241,posted
AP-01046,VEN-026,PO-01046,2026-06-27,2026-07-27,190948,posted
AP-01047,VEN-027,PO-01047,2026-06-27,2026-07-27,213333,posted
AP-01048,VEN-028,PO-01048,2026-06-27,2026-07-27,232854,posted
AP-01049,VEN-029,PO-01049,2026-06-27,2026-07-27,250394,posted
AP-01050,VEN-030,PO-01050,2026-06-27,2026-07-27,274155,posted
AP-01051,VEN-031,PO-01051,2026-06-27,2026-07-27,91248,posted
AP-01052,VEN-032,PO-01052,2026-06-27,2026-07-27,112545,posted
AP-01053,VEN-033,PO-01053,2026-06-27,2026-07-27,130809,posted
AP-01054,VEN-034,PO-01054,2026-06-27,2026-07-27,152047,posted
AP-01055,VEN-035,PO-01055,2026-06-27,2026-07-27,173076,posted
AP-01056,VEN-036,PO-01056,2026-06-27,2026-07-27,194336,posted
AP-01057,VEN-037,PO-01057,2026-06-27,2026-07-27,211587,posted
AP-01058,VEN-038,PO-01058,2026-06-27,2026-07-27,231544,posted
AP-01059,VEN-039,PO-01059,2026-06-27,2026-07-27,250430,posted
AP-01060,VEN-040,PO-01060,2026-06-27,2026-07-27,274542,posted
AP-01061,VEN-041,PO-01061,2026-06-27,2026-07-27,93643,posted
AP-01062,VEN-042,PO-01062,2026-06-27,2026-07-27,113859,posted
AP-01063,VEN-043,PO-01063,2026-06-27,2026-07-27,134696,posted
AP-01064,VEN-044,PO-01064,2026-06-27,2026-07-27,150877,posted
AP-01065,VEN-045,PO-01065,2026-06-27,2026-07-27,172756,posted
AP-01066,VEN-046,PO-01066,2026-06-27,2026-07-27,194175,posted
AP-01067,VEN-047,PO-01067,2026-06-27,2026-07-27,213242,posted
AP-01068,VEN-048,PO-01068,2026-06-27,2026-07-27,230282,posted
AP-01069,VEN-049,PO-01069,2026-06-27,2026-07-27,251778,posted
AP-01070,VEN-050,PO-01070,2026-06-27,2026-07-27,273799,posted
AP-01071,VEN-051,PO-01071,2026-06-27,2026-07-27,94987,posted
AP-01072,VEN-052,PO-01072,2026-06-27,2026-07-27,110897,posted
AP-01073,VEN-053,PO-01073,2026-06-27,2026-07-27,133516,posted
AP-01074,VEN-054,PO-01074,2026-06-27,2026-07-27,150607,posted
AP-01075,VEN-055,PO-01075,2026-06-27,2026-07-27,172242,posted
AP-01076,VEN-056,PO-01076,2026-06-27,2026-07-27,193828,posted
AP-01077,VEN-057,PO-01077,2026-06-27,2026-07-27,210801,posted
AP-01078,VEN-058,PO-01078,2026-06-27,2026-07-27,231067,posted
AP-01079,VEN-059,PO-01079,2026-06-27,2026-07-27,252584,posted
AP-01080,VEN-060,PO-01080,2026-06-27,2026-07-27,270285,posted
